buy_date,sell_date,symbol,buy_price,sell_price,profit,status
2021-06-18,2021-06-22,FAST,49.61,51.55,0.039,Successful
2021-06-17,2021-06-23,MDLZ,62.74,62.55,-0.003,Unsuccessful
2021-06-17,2021-06-22,FAST,51.01,51.55,0.011,Successful
2021-06-16,2021-06-22,FAST,51.29,51.55,0.005,Successful
2021-06-10,2021-06-23,KDP,34.98,34.67,-0.009,Unsuccessful
2021-06-10,2021-06-16,ODFL,249.77,253.62,0.015,Successful
2021-06-09,2021-06-23,KDP,35.23,34.67,-0.016,Unsuccessful
2021-06-08,2021-06-16,ODFL,254.29,253.62,-0.003,Unsuccessful
2021-05-26,2021-06-07,AMGN,241.84,236.92,-0.02,Unsuccessful
2021-05-13,2021-05-21,SBUX,109.79,111.63,0.017,Successful
2021-05-13,2021-05-17,CSX,33.17,33.94,0.023,Successful
2021-05-13,2021-05-17,DLTR,109.83,111.33,0.014,Successful
2021-05-13,2021-05-17,ROST,124.09,129.15,0.041,Successful
2021-05-12,2021-05-17,DLTR,111.95,111.33,-0.006,Unsuccessful
2021-05-11,2021-05-17,AMAT,120.0,122.0,0.017,Successful
2021-05-11,2021-05-14,LRCX,568.56,596.0,0.048,Successful
2021-05-11,2021-05-17,ALGN,539.91,562.1,0.041,Successful
2021-05-06,2021-05-10,INTU,390.81,400.23,0.024,Successful
2021-05-06,2021-05-10,PYPL,247.4,252.01,0.019,Successful
2021-05-06,2021-05-17,BIDU,195.63,188.49,-0.036,Unsuccessful
2021-05-06,2021-05-07,ALGN,568.69,586.08,0.031,Successful
2021-05-05,2021-05-10,INTU,397.62,400.23,0.007,Successful
2021-05-05,2021-05-10,PYPL,250.16,252.01,0.007,Successful
2021-05-05,2021-05-10,SNPS,237.07,239.88,0.012,Successful
2021-05-05,2021-05-12,ZS,175.48,167.47,-0.046,Unsuccessful
2021-05-05,2021-05-17,BIDU,199.98,188.49,-0.057,Unsuccessful
2021-05-05,2021-05-12,OKTA,244.07,233.4,-0.044,Unsuccessful
2021-04-30,2021-05-04,EBAY,55.73,57.51,0.032,Successful
2021-04-21,2021-04-23,MAR,141.7,147.04,0.038,Successful
2021-03-26,2021-03-31,BIDU,190.84,222.0,0.163,Successful
2021-03-05,2021-03-10,AVGO,443.59,447.35,0.008,Successful
2021-03-05,2021-03-10,TXN,163.25,171.65,0.051,Successful
2021-03-05,2021-03-10,ADI,144.52,151.33,0.047,Successful
2021-03-05,2021-03-10,AMAT,108.24,115.8,0.07,Successful
2021-03-05,2021-03-08,NXPI,167.28,178.82,0.069,Successful
2021-03-05,2021-03-12,IDXX,485.85,498.91,0.027,Successful
2021-03-05,2021-03-10,SWKS,167.21,171.69,0.027,Successful
2021-03-04,2021-03-09,ROST,110.73,122.12,0.103,Successful
2021-03-04,2021-03-12,IDXX,494.9,498.91,0.008,Successful
2021-03-04,2021-03-08,ALGN,523.7,532.28,0.016,Successful
2021-03-04,2021-03-11,OKTA,220.0,234.43,0.066,Successful
2021-02-26,2021-03-02,GOOG,101.57,103.81,0.022,Successful
2021-02-26,2021-03-02,GOOGL,100.8,103.24,0.024,Successful
2021-02-26,2021-03-10,ADSK,283.45,269.76,-0.048,Unsuccessful
2021-02-26,2021-03-02,CTAS,328.05,343.31,0.047,Successful
2021-02-26,2021-03-04,DLTR,98.88,101.8,0.03,Successful
2021-02-26,2021-03-02,PDD,169.46,186.11,0.098,Successful
2021-02-26,2021-03-02,EBAY,56.98,58.64,0.029,Successful
2021-02-26,2021-03-10,ANSS,338.46,310.63,-0.082,Unsuccessful
2021-02-26,2021-03-08,NTES,108.0,105.72,-0.021,Unsuccessful
2021-02-26,2021-03-02,OKTA,256.28,274.11,0.07,Successful
2021-02-25,2021-03-04,DLTR,98.75,101.8,0.031,Successful
2021-02-25,2021-03-02,PDD,179.32,186.11,0.038,Successful
2021-02-24,2021-03-02,MSFT,230.01,237.01,0.03,Successful
2021-02-23,2021-03-02,AAPL,123.76,128.41,0.038,Successful
2021-02-23,2021-03-02,MSFT,230.33,237.01,0.029,Successful
2021-02-23,2021-03-02,AMZN,156.35,157.17,0.005,Successful
2021-02-23,2021-02-25,TSLA,220.71,242.05,0.097,Successful
2021-02-05,2021-02-10,CTSH,74.55,76.24,0.023,Successful
2021-02-01,2021-02-03,HON,195.37,199.63,0.022,Successful
2021-01-28,2021-01-29,ALGN,509.36,525.16,0.031,Successful
2021-01-26,2021-01-29,MAR,119.62,119.75,0.001,Successful
2021-01-25,2021-01-27,ISRG,248.03,253.47,0.022,Successful
2021-01-22,2021-01-26,MDLZ,56.07,56.79,0.013,Successful
2021-01-19,2021-01-21,ISRG,259.47,265.44,0.023,Successful
2021-01-13,2021-01-19,META,251.09,256.9,0.023,Successful
2021-01-13,2021-01-20,TMUS,128.69,130.12,0.011,Successful
2021-01-12,2021-01-19,META,256.63,256.9,0.001,Successful
2021-01-07,2021-01-11,CHTR,624.51,636.9,0.02,Successful
2021-01-05,2021-01-11,ADP,168.68,170.93,0.013,Successful
2021-01-05,2021-01-07,CSX,29.29,30.9,0.055,Successful
2021-01-05,2021-01-07,FAST,47.59,49.26,0.035,Successful
2021-01-05,2021-01-08,DDOG,91.23,97.55,0.069,Successful
2020-12-29,2021-01-05,ZM,350.66,360.39,0.028,Successful
2020-12-28,2021-01-05,ZM,370.4,360.39,-0.027,Unsuccessful
2020-12-11,2020-12-16,CTAS,346.29,354.72,0.024,Successful
2020-11-10,2020-11-13,ZM,412.5,425.99,0.033,Successful
2020-11-03,2020-11-05,SPLK,191.34,213.26,0.115,Successful
2020-11-02,2020-11-05,PYPL,186.13,202.3,0.087,Successful
2020-11-02,2020-11-05,ATVI,75.73,80.74,0.066,Successful
2020-11-02,2020-11-04,SNPS,213.86,229.72,0.074,Successful
2020-11-02,2020-11-04,EBAY,47.63,49.47,0.039,Successful
2020-11-02,2020-11-05,ZS,135.75,148.55,0.094,Successful
2020-10-30,2020-11-04,EBAY,48.77,49.47,0.014,Successful
2020-10-29,2020-11-04,AVGO,347.21,360.48,0.038,Successful
2020-10-29,2020-11-04,CMCSA,41.98,44.27,0.055,Successful
2020-10-29,2020-11-03,HON,160.41,175.53,0.094,Successful
2020-10-29,2020-11-04,ADI,116.23,122.39,0.053,Successful
2020-10-29,2020-11-04,ISRG,229.27,236.23,0.03,Successful
2020-10-29,2020-10-30,CSX,25.22,25.88,0.026,Successful
2020-10-29,2020-11-03,CTAS,314.44,324.47,0.032,Successful
2020-10-29,2020-10-30,PAYX,79.86,81.12,0.016,Successful
2020-10-29,2020-11-04,CTSH,71.1,73.77,0.038,Successful
2020-10-29,2020-11-03,ODFL,186.57,195.72,0.049,Successful
2020-10-28,2020-11-03,HON,162.52,175.53,0.08,Successful
2020-10-28,2020-11-03,ODFL,186.9,195.72,0.047,Successful
2020-09-22,2020-09-29,ORLY,453.96,457.36,0.007,Successful
2020-09-22,2020-09-25,ODFL,178.61,182.22,0.02,Successful
2020-09-21,2020-09-25,ODFL,181.99,182.22,0.001,Successful
2020-09-10,2020-09-23,LULU,323.93,325.34,0.004,Successful
2020-09-09,2020-09-15,LRCX,302.72,310.61,0.026,Successful
2020-09-08,2020-09-10,ATVI,76.58,80.29,0.048,Successful
2020-09-08,2020-09-15,DXCM,97.72,99.64,0.02,Successful
2020-09-08,2020-09-16,EA,127.46,128.99,0.012,Successful
2020-09-08,2020-09-16,FAST,44.82,44.97,0.003,Successful
2020-09-04,2020-09-15,FTNT,24.0,24.06,0.003,Successful
2020-09-04,2020-09-16,EA,131.63,128.99,-0.02,Unsuccessful
2020-09-04,2020-09-09,AZN,53.79,53.83,0.001,Successful
2020-08-24,2020-08-31,LRCX,353.44,348.55,-0.014,Unsuccessful
2020-08-24,2020-08-25,CTSH,65.71,67.62,0.029,Successful
2020-08-21,2020-08-31,LRCX,355.92,348.55,-0.021,Unsuccessful
2020-08-12,2020-08-14,ZM,231.04,249.44,0.08,Successful
2020-08-11,2020-08-18,FTNT,25.2,26.02,0.033,Successful
2020-08-10,2020-08-14,DDOG,75.28,83.0,0.103,Successful
2020-07-27,2020-08-04,GILD,73.64,72.02,-0.022,Unsuccessful
2020-07-27,2020-08-04,VRTX,278.49,279.23,0.003,Successful
2020-06-29,2020-07-01,GOOG,67.91,70.56,0.039,Successful
2020-06-29,2020-07-01,GOOGL,68.02,70.96,0.043,Successful
2020-06-29,2020-07-01,META,209.75,228.5,0.089,Successful
2020-06-25,2020-07-01,CHTR,507.46,510.04,0.005,Successful
2020-03-17,2020-03-24,TSLA,29.33,31.82,0.085,Successful
2020-03-17,2020-03-20,DXCM,50.58,52.08,0.03,Successful
2020-03-13,2020-03-16,VRTX,204.06,201.6,-0.012,Unsuccessful
2020-03-13,2020-03-16,ATVI,54.56,53.11,-0.027,Unsuccessful
2020-03-13,2020-03-20,DXCM,61.91,52.08,-0.159,Unsuccessful
2020-03-12,2020-03-20,DXCM,54.63,52.08,-0.047,Unsuccessful
2020-03-10,2020-03-16,CHTR,463.21,414.98,-0.104,Unsuccessful
2020-03-02,2020-03-05,CHTR,493.17,514.34,0.043,Successful
2020-03-02,2020-03-05,ODFL,128.61,133.21,0.036,Successful
2020-02-28,2020-03-03,AAPL,64.32,75.92,0.18,Successful
2020-02-28,2020-03-03,MSFT,152.41,173.8,0.14,Successful
2020-02-28,2020-03-03,AMZN,90.73,98.77,0.089,Successful
2020-02-28,2020-03-03,GOOG,63.88,69.97,0.095,Successful
2020-02-28,2020-03-03,GOOGL,63.72,69.88,0.097,Successful
2020-02-28,2020-03-03,COST,285.25,309.14,0.084,Successful
2020-02-28,2020-03-03,VRTX,215.57,230.27,0.068,Successful
2020-02-28,2020-03-05,CHTR,500.7,514.34,0.027,Successful
2020-02-28,2020-03-02,ADSK,176.57,190.67,0.08,Successful
2020-02-28,2020-03-03,CTAS,255.52,277.39,0.086,Successful
2020-02-28,2020-03-03,LULU,210.0,228.87,0.09,Successful
2020-02-28,2020-03-03,EA,100.29,106.73,0.064,Successful
2020-02-28,2020-03-05,ODFL,129.63,133.21,0.028,Successful
2020-02-28,2020-03-11,ROST,108.62,99.42,-0.085,Unsuccessful
2020-02-28,2020-03-05,FAST,33.81,34.55,0.022,Successful
2020-02-28,2020-03-03,ANSS,234.02,256.98,0.098,Successful
2020-02-28,2020-03-03,SWKS,91.96,104.29,0.134,Successful
2020-02-28,2020-03-05,NTES,62.7,66.6,0.062,Successful
2020-02-28,2020-03-03,SPLK,143.11,152.12,0.063,Successful
2020-02-27,2020-03-03,SWKS,100.5,104.29,0.038,Successful
2020-02-26,2020-03-03,AAPL,71.63,75.92,0.06,Successful
2020-02-26,2020-03-03,GOOG,69.42,69.97,0.008,Successful
2020-02-26,2020-03-03,GOOGL,69.32,69.88,0.008,Successful
2020-02-26,2020-03-03,META,196.77,196.22,-0.003,Unsuccessful
2020-02-26,2020-03-03,VRTX,230.0,230.27,0.001,Successful
2020-02-26,2020-03-05,CSX,25.19,23.31,-0.075,Unsuccessful
2020-02-26,2020-03-03,NXPI,120.82,119.41,-0.012,Unsuccessful
2020-02-26,2020-03-03,ANSS,266.44,256.98,-0.036,Unsuccessful
2020-02-26,2020-03-03,SWKS,106.17,104.29,-0.018,Unsuccessful
2020-02-25,2020-03-03,AAPL,74.54,75.92,0.018,Successful
2020-02-25,2020-03-03,MSFT,170.89,173.8,0.017,Successful
2020-02-25,2020-03-03,META,200.72,196.22,-0.022,Unsuccessful
2020-02-25,2020-03-02,ADSK,194.37,190.67,-0.019,Unsuccessful
2020-02-25,2020-03-03,FTNT,21.74,22.02,0.013,Successful
2020-02-25,2020-03-03,NXPI,124.04,119.41,-0.037,Unsuccessful
2020-02-25,2020-03-05,BIDU,125.83,118.37,-0.059,Unsuccessful
2020-02-10,2020-02-13,VRSN,205.07,207.4,0.011,Successful
2020-02-03,2020-02-05,NVDA,58.92,63.0,0.069,Successful
2020-02-03,2020-02-05,NXPI,126.86,133.4,0.052,Successful
2020-01-31,2020-02-05,META,208.43,212.51,0.02,Successful
2020-01-30,2020-02-03,CHTR,486.88,522.84,0.074,Successful
2020-01-28,2020-01-30,AMGN,222.95,226.0,0.014,Successful
2020-01-28,2020-01-31,HON,173.54,177.91,0.025,Successful
2020-01-28,2020-02-04,AMAT,59.05,61.41,0.04,Successful
2020-01-28,2020-02-05,ISRG,189.17,193.79,0.024,Successful
2020-01-28,2020-02-04,BIDU,126.28,134.7,0.067,Successful
2020-01-27,2020-01-30,AMGN,223.68,226.0,0.01,Successful
2020-01-27,2020-01-29,MAR,137.73,141.5,0.027,Successful
2020-01-09,2020-01-24,WBA,55.79,53.32,-0.044,Unsuccessful
2020-01-08,2020-01-13,ISRG,193.85,200.16,0.033,Successful
2020-01-08,2020-01-14,MAR,144.94,146.41,0.01,Successful
2020-01-07,2020-01-10,FAST,35.87,36.22,0.01,Successful
2019-12-13,2019-12-17,DXCM,50.5,53.31,0.056,Successful
2019-12-13,2019-12-17,ALGN,268.15,269.68,0.006,Successful
2019-12-12,2019-12-17,DXCM,52.97,53.31,0.006,Successful
2019-12-04,2019-12-09,ODFL,120.39,123.13,0.023,Successful
2019-12-03,2019-12-09,ODFL,121.79,123.13,0.011,Successful
2019-11-26,2019-11-29,CMCSA,43.35,44.6,0.029,Successful
2019-11-22,2019-11-26,LRCX,263.9,270.0,0.023,Successful
2019-11-22,2019-11-26,PDD,31.58,36.0,0.14,Successful
2019-11-21,2019-11-26,PDD,31.4,36.0,0.146,Successful
2019-11-13,2019-11-18,TMUS,77.43,76.87,-0.007,Unsuccessful
2019-11-13,2019-11-15,ATVI,51.6,53.15,0.03,Successful
2019-11-12,2019-11-18,TMUS,79.62,76.87,-0.035,Unsuccessful
2019-11-12,2019-11-15,ATVI,52.52,53.15,0.012,Successful
2019-11-06,2019-11-14,PEP,134.01,133.6,-0.003,Unsuccessful
2019-11-06,2019-11-07,LULU,194.34,202.0,0.039,Successful
2019-11-05,2019-11-14,PEP,134.83,133.6,-0.009,Unsuccessful
2019-11-05,2019-11-08,CMCSA,43.89,44.68,0.018,Successful
2019-11-05,2019-11-07,LULU,196.48,202.0,0.028,Successful
2019-11-04,2019-11-07,LULU,200.69,202.0,0.007,Successful
2019-10-24,2019-11-05,TXN,118.81,121.1,0.019,Successful
2019-10-24,2019-10-29,SBUX,82.74,83.81,0.013,Successful
2019-10-24,2019-10-29,DXCM,36.62,37.96,0.037,Successful
2019-10-23,2019-10-29,SBUX,83.46,83.81,0.004,Successful
2019-10-23,2019-10-30,MDLZ,52.57,51.77,-0.015,Unsuccessful
2019-10-03,2019-10-07,GOOG,58.83,60.22,0.024,Successful
2019-10-03,2019-10-07,GOOGL,58.9,60.35,0.025,Successful
2019-10-03,2019-10-07,TMUS,76.41,77.63,0.016,Successful
2019-10-03,2019-10-04,AMGN,189.21,193.14,0.021,Successful
2019-10-03,2019-10-07,INTU,259.43,264.9,0.021,Successful
2019-10-03,2019-10-07,SBUX,84.3,85.71,0.017,Successful
2019-10-03,2019-10-08,ODFL,107.83,108.38,0.005,Successful
2019-10-02,2019-10-07,GOOG,59.85,60.22,0.006,Successful
2019-10-02,2019-10-07,GOOGL,59.83,60.35,0.009,Successful
2019-10-02,2019-10-07,SBUX,85.95,85.71,-0.003,Unsuccessful
2019-10-02,2019-10-08,ODFL,109.81,108.38,-0.013,Unsuccessful
2019-09-30,2019-10-04,META,177.1,179.55,0.014,Successful
2019-09-30,2019-10-07,AMD,28.72,28.9,0.006,Successful
2019-09-30,2019-10-07,AMAT,49.43,50.82,0.028,Successful
2019-09-30,2019-10-04,ATVI,52.33,54.75,0.046,Successful
2019-09-27,2019-10-07,CMCSA,44.9,44.39,-0.011,Unsuccessful
2019-09-27,2019-10-01,CHTR,411.0,412.53,0.004,Successful
2019-09-27,2019-10-01,EA,96.62,97.81,0.012,Successful
2019-09-25,2019-10-04,META,181.28,179.55,-0.01,Unsuccessful
2019-09-25,2019-09-27,PDD,30.99,32.86,0.06,Successful
2019-09-25,2019-10-04,JD,29.15,28.88,-0.009,Unsuccessful
2019-09-12,2019-09-18,VRSN,190.75,190.48,-0.001,Unsuccessful
2019-09-11,2019-09-18,AMGN,196.87,196.36,-0.003,Unsuccessful
2019-09-11,2019-09-18,SBUX,90.18,90.98,0.009,Successful
2019-09-11,2019-09-18,CTAS,248.97,250.12,0.005,Successful
2019-09-11,2019-09-17,DXCM,36.31,37.74,0.039,Successful
2019-09-11,2019-09-18,AZN,42.86,43.38,0.012,Successful
2019-09-11,2019-09-18,VRSN,196.28,190.48,-0.03,Unsuccessful
2019-09-11,2019-09-18,OKTA,107.22,104.8,-0.023,Unsuccessful
2019-09-10,2019-09-17,DXCM,35.95,37.74,0.05,Successful
2019-09-10,2019-09-18,AZN,42.45,43.38,0.022,Successful
2019-09-10,2019-09-18,OKTA,106.9,104.8,-0.02,Unsuccessful
2019-08-20,2019-09-04,ZS,71.5,66.52,-0.07,Unsuccessful
2019-08-07,2019-08-09,MAR,126.27,131.34,0.04,Successful
2019-08-06,2019-08-08,PEP,124.4,128.1,0.03,Successful
2019-08-06,2019-08-08,COST,265.1,273.04,0.03,Successful
2019-08-06,2019-08-09,CMCSA,41.61,42.63,0.025,Successful
2019-08-06,2019-08-08,MDLZ,52.22,54.1,0.036,Successful
2019-08-06,2019-08-09,MAR,126.58,131.34,0.038,Successful
2019-08-06,2019-08-09,PAYX,80.88,84.21,0.041,Successful
2019-08-06,2019-08-07,ROST,101.22,102.07,0.008,Successful
2019-08-05,2019-08-09,META,184.69,190.0,0.029,Successful
2019-08-05,2019-08-08,COST,270.09,273.04,0.011,Successful
2019-08-05,2019-08-09,INTU,268.98,276.08,0.026,Successful
2019-08-05,2019-08-09,SNPS,126.25,131.05,0.038,Successful
2019-08-05,2019-08-07,DXCM,35.37,36.6,0.035,Successful
2019-08-05,2019-08-08,LULU,173.6,182.6,0.052,Successful
2019-08-05,2019-08-07,ROST,102.32,102.07,-0.002,Unsuccessful
2019-08-05,2019-08-07,IDXX,264.13,267.34,0.012,Successful
2019-08-05,2019-08-09,JD,26.65,27.31,0.025,Successful
2019-08-05,2019-08-07,ANSS,190.59,195.89,0.028,Successful
2019-08-05,2019-08-09,SPLK,121.48,127.06,0.046,Successful
2019-08-02,2019-08-08,COST,274.3,273.04,-0.005,Unsuccessful
2019-08-02,2019-08-09,CMCSA,42.75,42.63,-0.003,Unsuccessful
2019-08-02,2019-08-08,AMD,29.48,31.53,0.07,Successful
2019-08-02,2019-08-08,LULU,184.6,182.6,-0.011,Unsuccessful
2019-08-02,2019-08-07,ROST,103.53,102.07,-0.014,Unsuccessful
2019-08-02,2019-08-07,IDXX,268.3,267.34,-0.004,Unsuccessful
2019-08-02,2019-08-09,JD,28.18,27.31,-0.031,Unsuccessful
2019-08-02,2019-08-07,ANSS,199.46,195.89,-0.018,Unsuccessful
2019-08-01,2019-08-09,AMZN,93.34,91.45,-0.02,Unsuccessful
2019-08-01,2019-08-08,COST,275.63,273.04,-0.009,Unsuccessful
2019-08-01,2019-08-09,CMCSA,43.17,42.63,-0.013,Unsuccessful
2019-08-01,2019-08-08,AMD,30.45,31.53,0.035,Successful
2019-08-01,2019-08-08,MDLZ,53.39,54.1,0.013,Successful
2019-08-01,2019-08-09,CHTR,385.38,380.51,-0.013,Unsuccessful
2019-08-01,2019-08-09,SNPS,132.76,131.05,-0.013,Unsuccessful
2019-08-01,2019-08-09,ADSK,156.12,151.04,-0.033,Unsuccessful
2019-08-01,2019-08-09,PAYX,83.05,84.21,0.014,Successful
2019-08-01,2019-08-07,ANSS,203.12,195.89,-0.036,Unsuccessful
2019-07-31,2019-08-09,ADSK,160.28,151.04,-0.058,Unsuccessful
2019-07-30,2019-08-09,AMZN,94.56,91.45,-0.033,Unsuccessful
2019-07-30,2019-08-09,META,195.39,190.0,-0.028,Unsuccessful
2019-07-30,2019-08-08,PYPL,110.79,107.35,-0.031,Unsuccessful
2019-07-30,2019-08-09,CHTR,391.67,380.51,-0.028,Unsuccessful
2019-07-30,2019-08-09,ADSK,162.08,151.04,-0.068,Unsuccessful
2019-07-26,2019-08-08,PYPL,115.12,107.35,-0.067,Unsuccessful
2019-07-24,2019-08-07,DLTR,105.32,92.12,-0.125,Unsuccessful
2019-07-22,2019-07-24,MAR,137.5,140.08,0.019,Successful
2019-07-19,2019-08-02,NTES,49.6,44.35,-0.106,Unsuccessful
2019-06-27,2019-07-02,PAYX,81.77,83.0,0.015,Successful
2019-06-26,2019-07-02,PAYX,84.02,83.0,-0.012,Unsuccessful
2019-06-04,2019-06-10,META,163.71,174.75,0.067,Successful
2019-06-03,2019-06-05,CMCSA,41.0,41.76,0.019,Successful
2019-06-03,2019-06-05,ALGN,282.86,301.92,0.067,Successful
2019-05-30,2019-06-05,LULU,161.57,170.14,0.053,Successful
2019-05-28,2019-05-31,CSX,24.97,24.69,-0.011,Unsuccessful
2019-05-28,2019-06-05,ADSK,161.22,162.32,0.007,Successful
2019-05-24,2019-05-31,CSX,25.13,24.69,-0.018,Unsuccessful
2019-05-14,2019-05-16,AMZN,91.13,94.3,0.035,Successful
2019-05-14,2019-05-16,HON,166.82,169.86,0.018,Successful
2019-05-14,2019-05-16,LULU,167.57,173.9,0.038,Successful
2019-05-14,2019-05-17,DLTR,99.29,100.47,0.012,Successful
2019-05-14,2019-05-16,EBAY,35.87,37.14,0.035,Successful
2019-05-13,2019-05-16,MAR,129.47,132.07,0.02,Successful
2019-05-10,2019-05-16,AMAT,40.82,41.3,0.012,Successful
2019-05-09,2019-05-15,AVGO,300.0,300.27,0.001,Successful
2019-05-09,2019-05-16,TXN,110.88,108.93,-0.018,Unsuccessful
2019-05-09,2019-05-16,ADI,109.14,105.66,-0.032,Unsuccessful
2019-05-09,2019-05-16,AMAT,40.77,41.3,0.013,Successful
2019-05-09,2019-05-13,JD,26.39,26.93,0.02,Successful
2019-05-08,2019-05-16,AMAT,41.7,41.3,-0.01,Unsuccessful
2019-05-08,2019-05-13,FTNT,16.32,16.15,-0.01,Unsuccessful
2019-05-08,2019-05-17,FAST,33.25,32.12,-0.034,Unsuccessful
2019-05-08,2019-05-13,JD,26.95,26.93,-0.001,Unsuccessful
2019-05-07,2019-05-13,FTNT,16.8,16.15,-0.039,Unsuccessful
2019-05-07,2019-05-17,FAST,33.35,32.12,-0.037,Unsuccessful
2019-05-07,2019-05-13,JD,28.3,26.93,-0.048,Unsuccessful
2019-05-06,2019-05-13,FTNT,16.73,16.15,-0.035,Unsuccessful
2019-05-02,2019-05-06,ADP,157.46,157.38,-0.001,Unsuccessful
2019-05-02,2019-05-03,AMD,26.81,28.3,0.056,Successful
2019-04-30,2019-05-06,INTU,247.73,244.01,-0.015,Unsuccessful
2019-04-26,2019-05-03,ORLY,380.0,382.37,0.006,Successful
2019-04-05,2019-04-10,ZS,63.28,64.75,0.023,Successful
2019-03-29,2019-04-05,TMUS,69.15,70.48,0.019,Successful
2019-03-25,2019-03-29,CTAS,194.12,202.05,0.041,Successful
2019-03-25,2019-04-04,DXCM,32.0,29.61,-0.075,Unsuccessful
2019-03-11,2019-03-13,SBUX,69.36,70.09,0.011,Successful
2019-03-11,2019-03-13,LULU,142.51,146.15,0.026,Successful
2019-03-11,2019-03-14,EBAY,35.89,36.38,0.014,Successful
2019-03-08,2019-03-12,VRTX,177.26,181.15,0.022,Successful
2019-03-08,2019-03-12,LRCX,164.7,172.86,0.05,Successful
2019-03-08,2019-03-19,ROST,91.48,91.2,-0.003,Unsuccessful
2019-03-07,2019-03-12,LRCX,168.51,172.86,0.026,Successful
2019-03-07,2019-03-12,SPLK,122.5,126.75,0.035,Successful
2019-03-06,2019-03-12,LRCX,173.5,172.86,-0.004,Unsuccessful
2019-03-06,2019-03-12,ADSK,154.71,154.36,-0.002,Unsuccessful
2019-03-06,2019-03-12,SPLK,125.0,126.75,0.014,Successful
2019-03-05,2019-03-12,SPLK,127.22,126.75,-0.004,Unsuccessful
2019-03-05,2019-03-08,OKTA,79.56,74.79,-0.06,Unsuccessful
2019-02-28,2019-03-07,DLTR,95.55,99.43,0.041,Successful
